"no_reg","pilihan"
"231000419","Jejaring Sosial"
"231000420","Website infopmb.itpln.ac.id"
"231000421","Website infopmb.itpln.ac.id"
"231000422","Website infopmb.itpln.ac.id"
"231000423","Website infopmb.itpln.ac.id"
"231000424","Website infopmb.itpln.ac.id"
"231000425","Guru / Sekolah"
"231000426","Website infopmb.itpln.ac.id"
"231000427","Website infopmb.itpln.ac.id"
"231000428","Website Lain"
"231000428","Website infopmb.itpln.ac.id"
"231000428","Teman "
"231000429","Website Lain"
"231000430","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231000430","Website Lain"
"231000430","Jejaring Sosial"
"231000431","Forum Diskusi Online"
"231000432","Website infopmb.itpln.ac.id"
"231000433","Website infopmb.itpln.ac.id"
"231000434","Jejaring Sosial"
"231000435","Teman "
"231000436","Jejaring Sosial"
"231000436","Website infopmb.itpln.ac.id"
"231000437","Teman "
"231000438","Jejaring Sosial"
"231000439","Website infopmb.itpln.ac.id"
"231000440","Jejaring Sosial"
"231000441","Jejaring Sosial"
"231000442","Website Lain"
"231000444","Forum Diskusi Online"
"231000445","Jejaring Sosial"
"231000446","Website infopmb.itpln.ac.id"
"231000447","Website infopmb.itpln.ac.id"
"231000448","Website infopmb.itpln.ac.id"
"231000449","Jejaring Sosial"
"231000450","Media Elektronik (Televisi, Radio)"
"231000450","Jejaring Sosial"
"231000450","Website infopmb.itpln.ac.id"
"231000451","Website infopmb.itpln.ac.id"
"231000452","Teman "
"231000452","Website infopmb.itpln.ac.id"
"231000454","Jejaring Sosial"
"231000455","Website infopmb.itpln.ac.id"
"231000456","Jejaring Sosial"
"231000456","Guru / Sekolah"
"231000457","Media Elektronik (Televisi, Radio)"
"231000458","Website infopmb.itpln.ac.id"
"231000458","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231000458","Media Cetak (Surat Kabar, Koran, Majalah)"
"231000458","Media Elektronik (Televisi, Radio)"
"231000459","Website infopmb.itpln.ac.id"
"231000460","Teman "
"231000461","Website infopmb.itpln.ac.id"
"231000461","Jejaring Sosial"
"231000462","Teman "
"231000462","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231000462","Media Elektronik (Televisi, Radio)"
"231000463","Website infopmb.itpln.ac.id"
"231000463","Jejaring Sosial"
"231000464","Teman "
"231000464","Jejaring Sosial"
"231000464","Website infopmb.itpln.ac.id"
"231000465","Website infopmb.itpln.ac.id"
"231000466","Email / SMS Broadcast"
"231000467","Teman "
"231000467","Jejaring Sosial"
"231000468","Jejaring Sosial"
"231000469","Website infopmb.itpln.ac.id"
"231000470","Jejaring Sosial"
"231000471","Guru / Sekolah"
"231000471","Jejaring Sosial"
"231000471","Teman "
"231000472","Jejaring Sosial"
"231000472","Website infopmb.itpln.ac.id"
"231000473","Website infopmb.itpln.ac.id"
"231000474","Website infopmb.itpln.ac.id"
"231000475","Website infopmb.itpln.ac.id"
"231000476","Jejaring Sosial"
"231000477","Website infopmb.itpln.ac.id"
"231000478","Teman "
"231000479","Jejaring Sosial"
"231000479","Website infopmb.itpln.ac.id"
"231000480","Jejaring Sosial"
"231000480","Website Lain"
"231000482","Guru / Sekolah"
"231000482","Jejaring Sosial"
"231000482","Website infopmb.itpln.ac.id"
"231000483","Website Lain"
"231000483","Jejaring Sosial"
"231000483","Website infopmb.itpln.ac.id"
"231000484","Forum Diskusi Online"
"231000484","Jejaring Sosial"
"231000485","Teman "
"231000486","Media Elektronik (Televisi, Radio)"
"231000487","Website Lain"
"231000488","Jejaring Sosial"
"231000489","Website infopmb.itpln.ac.id"
"231000490","Website infopmb.itpln.ac.id"
"231000491","Jejaring Sosial"
"231000492","Website infopmb.itpln.ac.id"
"231000493","Website infopmb.itpln.ac.id"
"231000494","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231000495","Website infopmb.itpln.ac.id"
"231000495","Jejaring Sosial"
"231000496","Teman "
"231000497","Guru / Sekolah"
"231000498","Guru / Sekolah"
"231000500","Website Lain"
"231000501","Jejaring Sosial"
"231000501","Website infopmb.itpln.ac.id"
"231000502","Website infopmb.itpln.ac.id"
"231000503","Website infopmb.itpln.ac.id"
"231000504","Media Elektronik (Televisi, Radio)"
"231000505","Guru / Sekolah"
"231000505","Media Cetak (Surat Kabar, Koran, Majalah)"
"231000505","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231000505","Teman "
"231000505","Forum Diskusi Online"
"231000505","Website Lain"
"231000505","Jejaring Sosial"
"231000505","Website infopmb.itpln.ac.id"
"231000505","Media Elektronik (Televisi, Radio)"
"231000506","Guru / Sekolah"
"231000506","Teman "
"231000507","Website Lain"
"231000508","Website infopmb.itpln.ac.id"
"231000509","Jejaring Sosial"
"231000510","Website infopmb.itpln.ac.id"
"231000511","Guru / Sekolah"
"231000512","Jejaring Sosial"
"231000513","Website infopmb.itpln.ac.id"
"231000513","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231000513","Media Cetak (Surat Kabar, Koran, Majalah)"
"231000514","Guru / Sekolah"
"231000516","Website infopmb.itpln.ac.id"
"231000516","Guru / Sekolah"
"231000518","Website infopmb.itpln.ac.id"
"231000519","Teman "
"231000520","Media Elektronik (Televisi, Radio)"
"231000521","Website infopmb.itpln.ac.id"
"231000521","Teman "
"231000522","Guru / Sekolah"
"231000523","Website infopmb.itpln.ac.id"
"231000524","Guru / Sekolah"
"231000524","Website infopmb.itpln.ac.id"
"231000526","Media Cetak (Surat Kabar, Koran, Majalah)"
"231000527","Teman "
"231000528","Teman "
"231000529","Website infopmb.itpln.ac.id"
"231000529","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231000529","Guru / Sekolah"
"231000529","Media Elektronik (Televisi, Radio)"
"231000530","Guru / Sekolah"
"231000531","Guru / Sekolah"
"231000532","Teman "
"231000533","Guru / Sekolah"
"231000534","Guru / Sekolah"
"231000535","Website infopmb.itpln.ac.id"
"231000536","Website infopmb.itpln.ac.id"
"231000536","Teman "
"231000536","Jejaring Sosial"
"231000537","Media Elektronik (Televisi, Radio)"
"231000537","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231000537","Website infopmb.itpln.ac.id"
"231000537","Website Lain"
"231000537","Teman "
"231000537","Guru / Sekolah"
"231000537","Email / SMS Broadcast"
"231000537","Jejaring Sosial"
"231000538","Teman "
"231000539","Guru / Sekolah"
"231000540","Guru / Sekolah"
"231000541","Guru / Sekolah"
"231000542","Website infopmb.itpln.ac.id"
"231000543","Guru / Sekolah"
"231000544","Teman "
"231000545","Website infopmb.itpln.ac.id"
"231000546","Website Lain"
"231000547","Website infopmb.itpln.ac.id"
"231000548","Website infopmb.itpln.ac.id"
"231000548","Teman "
"231000549","Website infopmb.itpln.ac.id"
"231000549","Website Lain"
"231000550","Website Lain"
"231000550","Jejaring Sosial"
"231000551","Media Elektronik (Televisi, Radio)"
"231000551","Website infopmb.itpln.ac.id"
"231000551","Guru / Sekolah"
"231000552","Website infopmb.itpln.ac.id"
"231000552","Forum Diskusi Online"
"231000552","Website Lain"
"231000552","Jejaring Sosial"
"231000552","Media Elektronik (Televisi, Radio)"
"231000553","Website infopmb.itpln.ac.id"
"231000554","Guru / Sekolah"
"231000555","Jejaring Sosial"
"231000556","Media Elektronik (Televisi, Radio)"
"231000557","Website infopmb.itpln.ac.id"
"231000558","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231000559","Website infopmb.itpln.ac.id"
"231000560","Website infopmb.itpln.ac.id"
"231000561","Jejaring Sosial"
"231000562","Website infopmb.itpln.ac.id"
"231000563","Website infopmb.itpln.ac.id"
"231000564","Website Lain"
"231000564","Website infopmb.itpln.ac.id"
"231000565","Website infopmb.itpln.ac.id"
"231000566","Website infopmb.itpln.ac.id"
"231000567","Teman "
"231000569","Jejaring Sosial"
"231000570","Teman "
"231000572","Website infopmb.itpln.ac.id"
"231000573","Media Elektronik (Televisi, Radio)"
"231000573","Guru / Sekolah"
"231000574","Teman "
"231000575","Teman "
"231000576","Jejaring Sosial"
"231000577","Jejaring Sosial"
"231000578","Jejaring Sosial"
"231000578","Website infopmb.itpln.ac.id"
"231000579","Teman "
"231000580","Jejaring Sosial"
"231000581","Guru / Sekolah"
"231000581","Teman "
"231000582","Website Lain"
"231000582","Website infopmb.itpln.ac.id"
"231000583","Forum Diskusi Online"
"231000584","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231000585","Jejaring Sosial"
"231000586","Jejaring Sosial"
"231000586","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231000586","Forum Diskusi Online"
"231000586","Website Lain"
"231000587","Jejaring Sosial"
"231000588","Jejaring Sosial"
"231000588","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231000588","Forum Diskusi Online"
"231000588","Website infopmb.itpln.ac.id"
"231000589","Jejaring Sosial"
"231000589","Website Lain"
"231000590","Website infopmb.itpln.ac.id"
"231000591","Teman "
"231000593","Website infopmb.itpln.ac.id"
"231000594","Forum Diskusi Online"
"231000594","Teman "
"231000594","Guru / Sekolah"
"231000594","Jejaring Sosial"
"231000595","Website infopmb.itpln.ac.id"
"231000596","Guru / Sekolah"
"231000597","Jejaring Sosial"
"231000597","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231000598","Media Cetak (Surat Kabar, Koran, Majalah)"
"231000599","Website Lain"
"231000600","Media Elektronik (Televisi, Radio)"
"231000601","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231000602","Jejaring Sosial"
"231000603","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231000604","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231000605","Website infopmb.itpln.ac.id"
"231000606","Website Lain"
"231000607","Website infopmb.itpln.ac.id"
"231000607","Jejaring Sosial"
"231000607","Guru / Sekolah"
"231000608","Website infopmb.itpln.ac.id"
"231000609","Website infopmb.itpln.ac.id"
"231000610","Teman "
"231000611","Guru / Sekolah"
"231000612","Jejaring Sosial"
"231000613","Website infopmb.itpln.ac.id"
"231000614","Guru / Sekolah"
"231000614","Teman "
"231000615","Website infopmb.itpln.ac.id"
"231000616","Website infopmb.itpln.ac.id"
"231000617","Website infopmb.itpln.ac.id"
"231000618","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231000619","Media Cetak (Surat Kabar, Koran, Majalah)"
"231000620","Jejaring Sosial"
"231000621","Guru / Sekolah"
"231000621","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231000622","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231000623","Media Cetak (Surat Kabar, Koran, Majalah)"
"231000623","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231000624","Spanduk"
"231000624","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231000625","Guru / Sekolah"
"231000625","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231000626","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231000627","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231000628","Website infopmb.itpln.ac.id"
"231000628","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231000629","Website infopmb.itpln.ac.id"
"231000630","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231000631","Media Cetak (Surat Kabar, Koran, Majalah)"
"231000632","Website infopmb.itpln.ac.id"
"231000633","Jejaring Sosial"
"231000633","Website Lain"
"231000634","Media Cetak (Surat Kabar, Koran, Majalah)"
"231000635","Spanduk"
"231000635","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231000636","Jejaring Sosial"
"231000637","Website infopmb.itpln.ac.id"
"231000638","Website infopmb.itpln.ac.id"
"231000638","Forum Diskusi Online"
"231000638","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231000639","Media Cetak (Surat Kabar, Koran, Majalah)"
"231000640","Website infopmb.itpln.ac.id"
"231000641","Jejaring Sosial"
"231000643","Website infopmb.itpln.ac.id"
"231000644","Website infopmb.itpln.ac.id"
"231000645","Website infopmb.itpln.ac.id"
"231000646","Teman "
"231000647","Media Cetak (Surat Kabar, Koran, Majalah)"
"231000648","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231000648","Website infopmb.itpln.ac.id"
"231000649","Website infopmb.itpln.ac.id"
"231000650","Jejaring Sosial"
"231000651","Teman "
"231000652","Website infopmb.itpln.ac.id"
"231000653","Jejaring Sosial"
"231000655","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231000655","Guru / Sekolah"
"231000655","Jejaring Sosial"
"231000655","Website infopmb.itpln.ac.id"
"231000656","Website infopmb.itpln.ac.id"
"231000657","Website infopmb.itpln.ac.id"
"231000658","Website infopmb.itpln.ac.id"
"231000660","Jejaring Sosial"
"231000660","Website Lain"
"231000661","Media Elektronik (Televisi, Radio)"
"231000661","Teman "
"231000661","Website infopmb.itpln.ac.id"
"231000662","Jejaring Sosial"
"231000663","Teman "
"231000664","Jejaring Sosial"
"231000665","Website infopmb.itpln.ac.id"
"231000666","Website infopmb.itpln.ac.id"
"231000666","Jejaring Sosial"
"231000667","Jejaring Sosial"
"231000668","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231000668","Website infopmb.itpln.ac.id"
"231000668","Website Lain"
"231000669","Guru / Sekolah"
"231000669","Website infopmb.itpln.ac.id"
"231000669","Website Lain"
"231000670","Website infopmb.itpln.ac.id"
"231000671","Website Lain"
"231000671","Website infopmb.itpln.ac.id"
"231000672","Website infopmb.itpln.ac.id"
"231000673","Website infopmb.itpln.ac.id"
"231000674","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231000676","Website Lain"
"231000677","Website infopmb.itpln.ac.id"
"231000678","Jejaring Sosial"
"231000679","Website infopmb.itpln.ac.id"
"231000680","Jejaring Sosial"
"231000680","Website infopmb.itpln.ac.id"
"231000681","Website infopmb.itpln.ac.id"
"231000682","Media Cetak (Surat Kabar, Koran, Majalah)"
"231000683","Jejaring Sosial"
"231000684","Website infopmb.itpln.ac.id"
"231000685","Jejaring Sosial"
"231000685","Website infopmb.itpln.ac.id"
"231000686","Jejaring Sosial"
"231000686","Website infopmb.itpln.ac.id"
"231000687","Jejaring Sosial"
"231000687","Website infopmb.itpln.ac.id"
"231000688","Jejaring Sosial"
"231000688","Website infopmb.itpln.ac.id"
"231000689","Website infopmb.itpln.ac.id"
"231000690","Guru / Sekolah"
"231000691","Website infopmb.itpln.ac.id"
"231000692","Teman "
"231000693","Teman "
"231000694","Guru / Sekolah"
"231000694","Jejaring Sosial"
"231000694","Website infopmb.itpln.ac.id"
"231000695","Jejaring Sosial"
"231000695","Media Cetak (Surat Kabar, Koran, Majalah)"
"231000695","Website infopmb.itpln.ac.id"
"231000695","HIMDA"
"231000696","Media Elektronik (Televisi, Radio)"
"231000697","Guru / Sekolah"
"231000697","Website infopmb.itpln.ac.id"
"231000698","Teman "
"231000699","Website infopmb.itpln.ac.id"
"231000700","Website infopmb.itpln.ac.id"
"231000701","Jejaring Sosial"
"231000702","Website infopmb.itpln.ac.id"
"231000705","Guru / Sekolah"
"231000705","Teman "
"231000706","Website infopmb.itpln.ac.id"
"231000707","Website Lain"
"231000707","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231000707","Media Elektronik (Televisi, Radio)"
"231000707","Jejaring Sosial"
"231000707","Forum Diskusi Online"
"231000708","Website infopmb.itpln.ac.id"
"231000709","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231000709","Jejaring Sosial"
"231000709","Media Elektronik (Televisi, Radio)"
"231000710","Website infopmb.itpln.ac.id"
"231000712","Jejaring Sosial"
"231000712","Teman "
"231000712","Guru / Sekolah"
"231000713","Website infopmb.itpln.ac.id"
"231000714","Website infopmb.itpln.ac.id"
"231000715","Website infopmb.itpln.ac.id"
"231000716","Website infopmb.itpln.ac.id"
"231000717","Teman "
"231000718","Media Cetak (Surat Kabar, Koran, Majalah)"
"231000718","Website infopmb.itpln.ac.id"
"231000719","Website Lain"
"231000719","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231000719","Website infopmb.itpln.ac.id"
"231000720","Website infopmb.itpln.ac.id"
"231000720","Jejaring Sosial"
"231000721","Jejaring Sosial"
"231000722","Teman "
"231000723","Jejaring Sosial"
"231000723","Teman "
"231000724","Teman "
"231000725","Teman "
"231000726","Jejaring Sosial"
"231000727","Jejaring Sosial"
"231000727","Website infopmb.itpln.ac.id"
"231000729","Website infopmb.itpln.ac.id"
"231000730","Jejaring Sosial"
"231000730","Teman "
"231000731","Website infopmb.itpln.ac.id"
"231000731","Media Cetak (Surat Kabar, Koran, Majalah)"
"231000732","Website infopmb.itpln.ac.id"
"231000733","Website infopmb.itpln.ac.id"
"231000733","Jejaring Sosial"
"231000733","Teman "
"231000734","Website infopmb.itpln.ac.id"
"231000735","Website infopmb.itpln.ac.id"
"231000736","Website infopmb.itpln.ac.id"
"231000737","Teman "
"231000738","Teman "
"231000739","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231000740","Jejaring Sosial"
"231000741","Website infopmb.itpln.ac.id"
"231000741","Teman "
"231000743","Teman "
"231000744","Website infopmb.itpln.ac.id"
"231000745","Teman "
"231000746","Website Lain"
"231000746","Guru / Sekolah"
"231000746","Teman "
"231000747","Website infopmb.itpln.ac.id"
"231000748","Website infopmb.itpln.ac.id"
"231000749","Teman "
"231000749","Jejaring Sosial"
"231000750","Media Elektronik (Televisi, Radio)"
"231000750","Forum Diskusi Online"
"231000750","Website Lain"
"231000751","Guru / Sekolah"
"231000752","Website infopmb.itpln.ac.id"
"231000752","Website Lain"
"231000753","Teman "
"231000754","Website Lain"
"231000754","Website infopmb.itpln.ac.id"
"231000754","Jejaring Sosial"
"231000754","Media Cetak (Surat Kabar, Koran, Majalah)"
"231000755","Jejaring Sosial"
